,route,time,departure airport,arrival airport,departure city,arrival city,transit_distance [m],transit_time [s]
1337,"{'SVQ', 'PSA'}",150.0,SVQ,PSA,Sevilla,Livorno,2184690,108720
1338,"{'SVQ', 'STN'}",170.0,SVQ,STN,Sevilla,London,2874434,94920
1339,"{'SVQ', 'WAW'}",235.0,SVQ,WAW,Sevilla,Warsaw,3997594,153060
1340,"{'SZG', 'AMS'}",105.0,SZG,AMS,Salzburg,Amsterdam,1019508,36300
1341,"{'SZG', 'ARN'}",127.5,SZG,ARN,Salzburg,Stockholm,2118424,81480
1342,"{'SZG', 'BRS'}",125.0,SZG,BRS,Salzburg,Bristol,1756341,51120
1343,"{'SZG', 'HAM'}",77.5,SZG,HAM,Salzburg,Hamburg,1078575,29460
1344,"{'SZG', 'HEL'}",150.0,SZG,HEL,Salzburg,Helsinki,2624022,149100
1345,"{'SZG', 'LGW'}",125.0,SZG,LGW,Salzburg,London,1348695,42420
1346,"{'SZZ', 'OSL'}",90.0,SZZ,OSL,Szczecin,Oslo,1522470,89040
1347,"{'TIA', 'ARN'}",195.0,TIA,ARN,Tirana,Stockholm,3374828,178790
1349,"{'TIA', 'BCN'}",170.0,TIA,BCN,Tirana,Barcelona,2205508,169970
1350,"{'TIA', 'BGY'}",115.0,TIA,BGY,Tirana,Monza,1268791,81230
1351,"{'TIA', 'BLQ'}",100.0,TIA,BLQ,Tirana,Bologna,915512,73070
1352,"{'TIA', 'BRI'}",60.0,TIA,BRI,Tirana,Bari,279550,50570
1353,"{'TIA', 'BVA'}",162.5,TIA,BVA,Tirana,Amiens,2179029,146750
1354,"{'TIA', 'CIA'}",87.5,TIA,CIA,Tirana,Rome,738937,68270
1356,"{'TIA', 'FCO'}",90.0,TIA,FCO,Tirana,Rome,738937,68270
1358,"{'TIA', 'CRL'}",162.5,TIA,CRL,Tirana,Brussels,2232718,143870
1360,"{'TIA', 'GOA'}",107.5,TIA,GOA,Tirana,Genoa,1258239,85610
1361,"{'TIA', 'HAM'}",157.5,TIA,HAM,Tirana,Hamburg,2294303,132290
1362,"{'TIA', 'HHN'}",147.5,TIA,HHN,Tirana,Koblenz,1919062,125030
1367,"{'TIA', 'LYS'}",130.0,TIA,LYS,Tirana,Lyon,1602482,134690
1368,"{'TIA', 'MXP'}",122.5,TIA,MXP,Tirana,Novara,1174100,82610
1369,"{'TIA', 'NUE'}",120.0,TIA,NUE,Tirana,Nuremberg,1667482,108950
1370,"{'TIA', 'PEG'}",85.0,TIA,PEG,Tirana,Perugia,909473,80450
1371,"{'TIA', 'PSA'}",102.5,TIA,PSA,Tirana,Livorno,1103003,80030
1372,"{'TIA', 'TRS'}",102.5,TIA,TRS,Tirana,Trieste,1207465,85610
1373,"{'TIA', 'TSF'}",105.0,TIA,TSF,Tirana,Venice,1074932,79070
1374,"{'TIA', 'VRN'}",110.0,TIA,VRN,Tirana,Verona,1022914,78050
1375,"{'TLL', 'ARN'}",60.0,TLL,ARN,Tallinn,Stockholm,599584,67252
1376,"{'TLL', 'GVA'}",175.0,TLL,GVA,Tallinn,Geneva,2844603,200841
1377,"{'TLL', 'HEL'}",35.0,TLL,HEL,Tallinn,Helsinki,83338,9741
1378,"{'TLL', 'LGW'}",170.0,TLL,LGW,Tallinn,London,3368470,163609
1379,"{'TLS', 'BOD'}",50.0,TLS,BOD,Toulouse,Bordeaux,414063,7740
1380,"{'TLS', 'MAD'}",85.0,TLS,MAD,Toulouse,Madrid,1010859,25860
1381,"{'TLS', 'MUC'}",107.5,TLS,MUC,Toulouse,Munich,1887881,39900
1382,"{'TMP', 'AMS'}",150.0,TMP,AMS,Tampere,Amsterdam,2163247,136500
1383,"{'TMP', 'TLL'}",45.0,TMP,TLL,Tampere,Tallinn,273126,17340
1387,"{'TRF', 'BGO'}",52.5,TRF,BGO,Tønsberg,Bergen,504610,29241
1392,"{'TRN', 'ARN'}",165.0,TRN,ARN,Turin,Stockholm,2482865,107410
1394,"{'TRN', 'CAG'}",85.0,TRN,CAG,Turin,Cagliari,1177415,69970
1395,"{'TRN', 'CTA'}",115.0,TRN,CTA,Turin,Catania,1402609,55037
1396,"{'TRN', 'GOT'}",135.0,TRN,GOT,Turin,Gothenburg,2184980,103570
1397,"{'TRN', 'LGW'}",115.0,TRN,LGW,Turin,London,1484188,52930
1399,"{'TRN', 'MUC'}",72.5,TRN,MUC,Turin,Munich,722928,31450
1400,"{'TRN', 'OTP'}",155.0,TRN,OTP,Turin,Bucharest,2160055,136030
1401,"{'TRN', 'SUF'}",107.5,TRN,SUF,Turin,Cosenza,1196467,38805
1402,"{'TRN', 'VNO'}",162.5,TRN,VNO,Turin,Vilnius,2400440,123010
1403,"{'TSF', 'BVA'}",102.5,TSF,BVA,Venice,Amiens,1409472,51900
1404,"{'TSF', 'CRL'}",97.5,TSF,CRL,Venice,Brussels,1439295,74040
1406,"{'TSF', 'OTP'}",120.0,TSF,OTP,Venice,Bucharest,1733671,101400
1407,"{'TSF', 'SOF'}",100.0,TSF,SOF,Venice,Sofia,1155856,90240
1408,"{'TSF', 'TIA'}",90.0,TSF,TIA,Venice,Tirana,986692,69459
1409,"{'TSF', 'VIE'}",75.0,TSF,VIE,Venice,Vienna,597937,27180
1410,"{'TSF', 'VLC'}",130.0,TSF,VLC,Venice,Valencia,1731605,112440
1411,"{'TSR', 'BGY'}",105.0,TSR,BGY,Timişoara,Monza,1551943,86147
1412,"{'TSR', 'BVA'}",145.0,TSR,BVA,Timişoara,Amiens,2063734,98867
1413,"{'TSR', 'OTP'}",60.0,TSR,OTP,Timişoara,Bucharest,532509,36347
1414,"{'TUF', 'STN'}",85.0,TUF,STN,Tours,London,743858,18780
1415,"{'UFA', 'AER'}",205.0,UFA,AER,Ufa,Sochi,5760985,180660
1416,"{'UFA', 'DME'}",140.0,UFA,DME,Ufa,Moscow,2441320,106920
1419,"{'UFA', 'SVO'}",141.25,UFA,SVO,Ufa,Moscow,2441320,106920
1422,"{'UFA', 'VKO'}",130.0,UFA,VKO,Ufa,Moscow,2441320,106920
1425,"{'UFA', 'KJA'}",205.0,UFA,KJA,Ufa,Krasnoyarsk,4316816,162060
1426,"{'UFA', 'LED'}",167.5,UFA,LED,Ufa,Saint Petersburg,3085215,122220
1427,"{'ULV', 'LED'}",127.5,ULV,LED,Ulyanovsk,Saint Petersburg,1957526,72240
1428,"{'ULV', 'SVO'}",105.0,ULV,SVO,Ulyanovsk,Moscow,1313631,56940
1430,"{'ULV', 'VKO'}",95.0,ULV,VKO,Ulyanovsk,Moscow,1313631,56940
1432,"{'UME', 'ARN'}",65.0,UME,ARN,Umeå,Stockholm,708578,25320
1433,"{'VAA', 'HEL'}",60.0,VAA,HEL,Vaasa,Helsinki,419892,14400
1434,"{'CGN', 'VAR'}",165.0,CGN,VAR,Cologne,Varna,2400245,166808
1435,"{'VAR', 'HAM'}",160.0,VAR,HAM,Varna,Hamburg,2422209,176269
1436,"{'VCE', 'AMS'}",112.5,VCE,AMS,Venice,Amsterdam,1493885,61620
1437,"{'VCE', 'BCN'}",117.5,VCE,BCN,Venice,Barcelona,1384924,98520
1438,"{'VCE', 'BRI'}",80.0,VCE,BRI,Venice,Bari,780620,26760
1439,"{'VCE', 'CDG'}",110.0,VCE,CDG,Venice,Paris,1278048,46020
1441,"{'VCE', 'ORY'}",110.0,VCE,ORY,Venice,Paris,1278048,46020
1443,"{'VCE', 'CTA'}",108.33333333333331,VCE,CTA,Venice,Catania,1222476,51307
1444,"{'VCE', 'EDI'}",165.0,VCE,EDI,Venice,Dunfermline,2281705,103260
1445,"{'VCE', 'FCO'}",75.0,VCE,FCO,Venice,Rome,460935,13980
1446,"{'VCE', 'FRA'}",90.0,VCE,FRA,Venice,Frankfurt,978220,39240
1447,"{'VCE', 'LHR'}",140.0,VCE,LHR,Venice,London,1623147,83400
1449,"{'VCE', 'STN'}",135.0,VCE,STN,Venice,London,1623147,83400
1451,"{'VCE', 'LIS'}",190.0,VCE,LIS,Venice,Lisbon,3263210,184320
1452,"{'VCE', 'MAD'}",165.0,VCE,MAD,Venice,Madrid,2009675,111120
1453,"{'VCE', 'MAN'}",145.0,VCE,MAN,Venice,Manchester,1916082,91860
1454,"{'VCE', 'MUC'}",65.0,VCE,MUC,Venice,Munich,554928,26220
1455,"{'VCE', 'NAP'}",75.0,VCE,NAP,Venice,Naples,695689,18862
1456,"{'VCE', 'PMO'}",95.0,VCE,PMO,Venice,Palermo,988843,51900
1458,"{'VCE', 'SUF'}",100.0,VCE,SUF,Venice,Cosenza,978392,34175
1459,"{'VGO', 'BCN'}",105.0,VGO,BCN,Vigo,Barcelona,1342718,28800
1460,"{'VGO', 'MAD'}",75.0,VGO,MAD,Vigo,Madrid,728696,15720
1461,"{'VIE', 'AGP'}",200.0,VIE,AGP,Vienna,Málaga,3301837,108900
1462,"{'VIE', 'ATH'}",125.0,VIE,ATH,Vienna,Athens,2420577,164580
1463,"{'VIE', 'BCN'}",142.5,VIE,BCN,Vienna,Barcelona,2584778,93420
1464,"{'VIE', 'BGY'}",85.0,VIE,BGY,Vienna,Monza,911930,37980
1465,"{'VIE', 'BRU'}",105.0,VIE,BRU,Vienna,Brussels,1165509,36840
1466,"{'VIE', 'CDG'}",122.5,VIE,CDG,Vienna,Paris,1448077,36480
1467,"{'VIE', 'CLJ'}",80.0,VIE,CLJ,Vienna,Cluj-Napoca,792243,49380
1468,"{'VIE', 'GVA'}",95.0,VIE,GVA,Vienna,Geneva,1055505,38580
1469,"{'VIE', 'HAM'}",95.0,VIE,HAM,Vienna,Hamburg,1120454,34260
1470,"{'VIE', 'HEL'}",147.5,VIE,HEL,Vienna,Helsinki,2735586,151380
1471,"{'VIE', 'KLU'}",45.0,VIE,KLU,Vienna,Klagenfurt,333525,16800
1472,"{'VIE', 'LGW'}",142.5,VIE,LGW,Vienna,London,1543947,49020
1473,"{'VIE', 'LUX'}",110.0,VIE,LUX,Vienna,Trier,1004878,35940
1474,"{'VIE', 'MAD'}",190.0,VIE,MAD,Vienna,Madrid,3209529,103800
1475,"{'VIE', 'MUC'}",62.5,VIE,MUC,Vienna,Munich,455727,14760
1476,"{'VIE', 'MXP'}",85.0,VIE,MXP,Vienna,Novara,947305,40740
1477,"{'VIE', 'OTP'}",100.0,VIE,OTP,Vienna,Bucharest,1101001,75900
1479,"{'VIE', 'STR'}",75.0,VIE,STR,Vienna,Stuttgart,694127,24420
1481,"{'VIE', 'TOS'}",220.0,VIE,TOS,Vienna,Tromsø,3970237,197151
1482,"{'VIE', 'ZRH'}",81.66666666666667,VIE,ZRH,Vienna,Zürich,781565,27900
1483,"{'KGD', 'VKO'}",115.0,KGD,VKO,Kaliningrad,Moscow,1826517,67860
1484,"{'NBC', 'VKO'}",110.0,NBC,VKO,Naberezhnyye Chelny,Moscow,1599506,71400
1486,"{'VLC', 'BRU'}",142.5,VLC,BRU,Valencia,Brussels,1766838,49680
1487,"{'VLC', 'MAD'}",62.5,VLC,MAD,Valencia,Madrid,398539,7380
1488,"{'VLC', 'OPO'}",95.0,VLC,OPO,Valencia,Porto,1301470,36960
1489,"{'VNO', 'AGP'}",265.0,VNO,AGP,Vilnius,Málaga,4497689,217500
1490,"{'VNO', 'BVA'}",160.0,VNO,BVA,Vilnius,Amiens,2352626,123120
1492,"{'VNO', 'MUC'}",125.0,VNO,MUC,Vilnius,Munich,1793009,92880
1493,"{'VOG', 'LED'}",155.0,VOG,LED,Volgograd,Saint Petersburg,3047232,157440
1494,"{'VOG', 'SVO'}",125.0,VOG,SVO,Volgograd,Moscow,2404217,138600
1496,"{'VOG', 'VKO'}",107.5,VOG,VKO,Volgograd,Moscow,2404217,138600
1498,"{'VOZ', 'LED'}",115.0,VOZ,LED,Voronezh,Saint Petersburg,1220862,44940
1499,"{'VRN', 'GDN'}",125.0,VRN,GDN,Verona,Gdańsk,1849084,86730
1500,"{'VRN', 'POZ'}",107.5,VRN,POZ,Verona,Poznań,1360416,56520
1501,"{'VRN', 'SUF'}",95.0,VRN,SUF,Verona,Cosenza,1022011,35735
1502,"{'VSE', 'CAT'}",50.0,VSE,CAT,Viseu,Lisbon,306721,14671
1503,"{'VSE', 'VRL'}",10.0,VSE,VRL,Viseu,Vila Real,97006,4504
1504,"{'WAW', 'AMS'}",130.0,WAW,AMS,Warsaw,Amsterdam,1276193,45540
1505,"{'WAW', 'ATH'}",150.0,WAW,ATH,Warsaw,Athens,2233196,148560
1506,"{'WAW', 'BCN'}",190.0,WAW,BCN,Warsaw,Barcelona,2501159,99660
1508,"{'WMI', 'BCN'}",184.5,WMI,BCN,Warsaw,Barcelona,2501159,99660
1510,"{'WAW', 'BGY'}",127.5,WAW,BGY,Warsaw,Monza,2003462,75720
1511,"{'WAW', 'BRU'}",127.5,WAW,BRU,Warsaw,Brussels,1394342,76560
1513,"{'WMI', 'CRL'}",125.0,WMI,CRL,Warsaw,Brussels,1394342,76560
1515,"{'WAW', 'BUD'}",80.0,WAW,BUD,Warsaw,Budapest,843072,42300
1516,"{'WAW', 'CDG'}",150.0,WAW,CDG,Warsaw,Paris,1670213,75600
1517,"{'WAW', 'CLJ'}",90.0,WAW,CLJ,Warsaw,Cluj-Napoca,1427052,82740
1518,"{'WAW', 'GDN'}",57.5,WAW,GDN,Warsaw,Gdańsk,347095,13350
1519,"{'WAW', 'GNB'}",140.0,WAW,GNB,Warsaw,Grenoble,1821326,83520
1520,"{'WAW', 'GVA'}",140.0,WAW,GVA,Warsaw,Geneva,1641345,75420
1522,"{'WAW', 'KRK'}",57.5,WAW,KRK,Warsaw,Kraków,289598,7920
1523,"{'WAW', 'KTW'}",50.0,WAW,KTW,Warsaw,Katowice,366568,11340
1524,"{'WAW', 'LHR'}",170.0,WAW,LHR,Warsaw,London,1870633,86220
1526,"{'WAW', 'LTN'}",155.0,WAW,LTN,Warsaw,London,1870633,86220
1528,"{'WAW', 'LJU'}",95.0,WAW,LJU,Warsaw,Ljubljana,1267142,65880
1529,"{'WAW', 'MUC'}",105.0,WAW,MUC,Warsaw,Munich,1205736,33120
1530,"{'WAW', 'OTP'}",110.0,WAW,OTP,Warsaw,Bucharest,1719699,98460
1531,"{'WAW', 'PRG'}",80.0,WAW,PRG,Warsaw,Prague,733535,33720
1533,"{'WAW', 'VNO'}",67.5,WAW,VNO,Warsaw,Vilnius,522616,35700
1534,"{'WAW', 'VRN'}",120.0,WAW,VRN,Warsaw,Verona,1849098,68460
1535,"{'WAW', 'WRO'}",56.66666666666666,WAW,WRO,Warsaw,Wrocław,400702,15360
1536,"{'WAW', 'ZRH'}",125.0,WAW,ZRH,Warsaw,Zürich,1504086,68340
1537,"{'WMI', 'AGP'}",237.5,WMI,AGP,Warsaw,Málaga,3611613,125100
1538,"{'WMI', 'CIA'}",137.5,WMI,CIA,Warsaw,Rome,2212588,78600
1539,"{'WRO', 'AGP'}",220.0,WRO,AGP,Wrocław,Málaga,3317860,111120
1540,"{'WRO', 'BHX'}",125.0,WRO,BHX,Wrocław,Birmingham,1738022,86400
1541,"{'BVA', 'WRO'}",115.0,BVA,WRO,Amiens,Wrocław,1561697,65100
1542,"{'WRO', 'VLC'}",187.5,WRO,VLC,Wrocław,Valencia,2565520,102240
1543,"{'XRY', 'BCN'}",105.0,XRY,BCN,Jerez de la Frontera,Barcelona,1199790,26460
1544,"{'XRY', 'MAD'}",77.5,XRY,MAD,Jerez de la Frontera,Madrid,575039,15000
1545,"{'ZAG', 'AMS'}",130.0,ZAG,AMS,Bistrica ob Sotli,Amsterdam,1408190,81240
1546,"{'ZAG', 'CRL'}",115.0,ZAG,CRL,Bistrica ob Sotli,Brussels,1374366,79740
1547,"{'ZAG', 'HHN'}",95.0,ZAG,HHN,Bistrica ob Sotli,Koblenz,1155191,62160
1548,"{'ZAG', 'LHR'}",155.0,ZAG,LHR,Bistrica ob Sotli,London,2284995,95580
1549,"{'ZAG', 'MUC'}",70.0,ZAG,MUC,Bistrica ob Sotli,Munich,546242,36960
1550,"{'ZAG', 'VIE'}",50.0,ZAG,VIE,Bistrica ob Sotli,Vienna,361174,27000
1551,"{'ZAG', 'ZRH'}",90.0,ZAG,ZRH,Bistrica ob Sotli,Zürich,933091,70080
1552,"{'ZAZ', 'BVA'}",105.0,ZAZ,BVA,Zaragoza,Amiens,1525368,39240
1555,"{'ZRH', 'BCN'}",105.0,ZRH,BCN,Zürich,Barcelona,1200953,42780
1556,"{'ZRH', 'BLQ'}",70.0,ZRH,BLQ,Zürich,Bologna,462670,20220
1557,"{'ZRH', 'BRU'}",72.5,ZRH,BRU,Zürich,Brussels,931436,22740
1558,"{'ZRH', 'CDG'}",75.0,ZRH,CDG,Zürich,Paris,610395,14640
1559,"{'ZRH', 'EDI'}",135.0,ZRH,EDI,Zürich,Dunfermline,1778850,51540
1560,"{'ZRH', 'GOT'}",120.0,ZRH,GOT,Zürich,Gothenburg,1875424,76860
1561,"{'ZRH', 'GVA'}",55.0,ZRH,GVA,Zürich,Geneva,266162,9780
1564,"{'ZRH', 'MAD'}",145.0,ZRH,MAD,Zürich,Madrid,1825704,82440
1565,"{'ZRH', 'MUC'}",55.0,ZRH,MUC,Zürich,Munich,331898,12660
1566,"{'ZRH', 'OPO'}",160.0,ZRH,OPO,Zürich,Porto,2960675,191400
1567,"{'ZRH', 'OTP'}",150.0,ZRH,OTP,Zürich,Bucharest,1923309,95580
1568,"{'ZRH', 'PRN'}",127.5,ZRH,PRN,Zürich,Pristina,1622886,254489
1570,"{'ZRH', 'STR'}",45.0,ZRH,STR,Zürich,Stuttgart,418160,15960
